,biased_B,Type1_depressed
10,"[0.3333333333333333, 0.11896858703837078, 0.07984972890906598, 0.06432337187736391, 0.053816965952326046, 0.7005860821386968, 0.8489902248961758, 0.8941838136313867, 0.913541368004172, 0.9251349809948358, 0.933488181556432, 0.9399899463916205, 0.9452358624345476, 0.9495635456459824, 0.2959744480222873, 0.7971608782496574, 0.9095830774966457, 0.933827533842184, 0.9408416981948843, 0.8256820807659517, 0.7664349780150366, 0.17813603069745082, 0.05414821828598803, 0.037003589990566084, 0.031094811588499582, 0.027041071153454933, 0.023838192095001844, 0.021232775022471548, 0.019081612371033705, 0.017283819290858912, 0.015764963150090135, 0.014469083897412941, 0.013353515881627706, 0.012385317098989091, 0.011538752917720552, 0.01079349742477997, 0.010133331372064073, 0.009545188207858817, 0.009018447042740131, 0.008544402845046982]","[0.8, 0.24403591839968797, 0.8365515149979228, 0.9163811578625504, 0.9406207942627833, 0.9525551794753269, 0.843146015579053, 0.9488787968871216, 0.8533963418785357, 0.8207773303039307, 0.8096727154277549, 0.8057519927180421, 0.8041573888224701, 0.8033337155775183, 0.8028008268047767, 0.8024067159320615, 0.8020963790316774, 0.8018445508216653, 0.801636550875332, 0.9484067491506426, 0.8340943231371851, 0.8138792467911274, 0.8103435328570745, 0.8096804601972264, 0.8095018024358075, 0.8094090069298427, 0.8093369971210523, 0.8092746139798679, 0.8092192530314148, 0.8091697518695556, 0.8091252891659222, 0.809085199084312, 0.8090489247552618, 0.8090159957289021, 0.8089860120892297, 0.8089586320740639, 0.8089335621889212, 0.8089105492349661, 0.8088893738353911, 0.8088698451457934]"
11,"[0.3333333333333333, 0.8132849247979292, 0.8941812865234197, 0.9222298632441662, 0.9353002020197798, 0.9433519033260406, 0.9491954843877717, 0.4051314396450934, 0.16843194482719503, 0.7881654768966075, 0.33782945821997445, 0.797813082521101, 0.8820437992611716, 0.4329812259827172, 0.8065790596706619, 0.42346367438586857, 0.7891251351889366, 0.8545435752772688, 0.8721656923903515, 0.8796378190592831, 0.7645354861427605, 0.36846315034699306, 0.24133557827718696, 0.20164590049227757, 0.7461766622787185, 0.38337465605728416, 0.7666846351322726, 0.4182641104178167, 0.7610640187696731, 0.6896731235257716, 0.384642294755667, 0.7488859320233533, 0.6811104999425626, 0.6614310088605782, 0.6555339611384614, 0.3710216791312328, 0.2922506987464204, 0.2686920544719205, 0.25775162390804485, 0.2497878952237815]","[0.8, 0.95031706851728, 0.9664118267531233, 0.5535156746864204, 0.9186283544758497, 0.8373867619078897, 0.818880836539284, 0.8134857312611914, 0.8115039168969687, 0.8105659388816219, 0.8100089146817673, 0.8096267967526699, 0.8093442226542139, 0.8091266742871948, 0.8089548371885873, 0.8088164806560079, 0.8087033257551846, 0.8086095439883288, 0.8085309174238247, 0.8084643260614347, 0.8084074188769153, 0.8083583954998153, 0.8083158574654131, 0.8082787046059158, 0.8082460614794719, 0.8082172242282691, 0.8081916216004913, 0.8081687859626553, 0.8081483314687745, 0.808129937429231, 0.8081133355063792, 0.8080982997599262, 0.8080846388377864, 0.8080721897985478, 0.808060813186427, 0.808050389076106, 0.8080408138747505, 0.8080319977196789, 0.8080238623479759, 0.8080163393425638]"
12,"[0.3333333333333333, 0.8132849247979292, 0.8941812865234197, 0.9222298632441662, 0.9353002020197798, 0.9433519033260406, 0.9491954843877717, 0.9537687419351605, 0.9574824826467703, 0.9605671308235022, 0.8817478276498562, 0.1943914127408487, 0.8163479836788128, 0.9257154817407893, 0.9485733126201205, 0.8660446739577391, 0.9417003072182083, 0.8651391231064735, 0.9426674159458195, 0.8677748593069308, 0.8368170800544797, 0.9393296191449872, 0.8665313966536016, 0.8382005200115822, 0.15172313995510928, 0.041010842924553766, 0.7871896870514254, 0.20054656696674117, 0.06455760395484544, 0.04328180258385426, 0.0350328308302302, 0.7199575648453027, 0.20148500703066946, 0.06767326054843854, 0.04538825496699642, 0.03861765078409974, 0.03437340054593534, 0.030987096041413333, 0.6649087008747995, 0.18920370822168647]","[0.8, 0.95031706851728, 0.9664118267531233, 0.9746730371977689, 0.913190649218268, 0.8934427202510851, 0.8850819895756564, 0.8812393942225222, 0.8793591676321478, 0.8783414433254528, 0.8777195793702217, 0.877297982997209, 0.8769910033178827, 0.8767571057297816, 0.8765734626543027, 0.8764261072397562, 0.8763058317125144, 0.8762062613455289, 0.8761228312495719, 0.8760521882670025, 0.8759918179825515, 0.8759398016904547, 0.8758946528712511, 0.8758552043224679, 0.8758205285638961, 0.8757898806540833, 0.8757626564269881, 0.8757383615390318, 0.8757165882222075, 0.8756969976133405, 0.8756793061735108, 0.8756632751450754, 0.8756487022904026, 0.8756354153625675, 0.8756232669035177, 0.875612130068875, 0.8756018952533884, 0.8755924673457022, 0.8755837634813979, 0.8755757111932826]"
13,"[0.3333333333333333, 0.8132849247979292, 0.8941812865234197, 0.37877626975223005, 0.8092274348872128, 0.8735988500636958, 0.8959083726384067, 0.41322258399618345, 0.8077941247085846, 0.8659489068557873, 0.8839095495806205, 0.892724514414036, 0.8989337051058863, 0.9040759750539517, 0.41837474481973524, 0.8190702185928349, 0.8771906612417103, 0.7759004068634427, 0.8755136080299651, 0.7784481350684886, 0.7503749202107471, 0.3542252328026768, 0.23654581735200486, 0.19707319150375632, 0.1732775579808472, 0.15408423921899697, 0.1376348595988865, 0.12344968871981209, 0.11123607072271521, 0.10072940845711975, 0.09168339470353998, 0.0838764175121566, 0.07711528118190553, 0.0712352407593772, 0.06609778078854352, 0.06158740167459276, 0.05760819816771347, 0.7079111427923093, 0.2604690900031933, 0.7631292187700657]","[0.8, 0.95031706851728, 0.9664118267531233, 0.9746730371977689, 0.913190649218268, 0.8934427202510851, 0.8850819895756564, 0.8812393942225222, 0.8793591676321478, 0.8783414433254528, 0.8777195793702217, 0.877297982997209, 0.8769910033178827, 0.8767571057297816, 0.8765734626543027, 0.8764261072397562, 0.8763058317125144, 0.8762062613455289, 0.8761228312495719, 0.8760521882670025, 0.8759918179825515, 0.8759398016904547, 0.8758946528712511, 0.8758552043224679, 0.8758205285638961, 0.8757898806540833, 0.8757626564269881, 0.8757383615390318, 0.8757165882222075, 0.8756969976133405, 0.8756793061735108, 0.8756632751450754, 0.8756487022904026, 0.8756354153625675, 0.8756232669035177, 0.875612130068875, 0.8756018952533884, 0.8755924673457022, 0.8755837634813979, 0.8755757111932826]"
14,"[0.3333333333333333, 0.8132849247979292, 0.8941812865234197, 0.9222298632441662, 0.9353002020197798, 0.9433519033260406, 0.4073449976603704, 0.8398336612221968, 0.37551316209335284, 0.21535727629369003, 0.7770709796892301, 0.8700966057240145, 0.8948268808357509, 0.43740902102303947, 0.8093727656208648, 0.8704122408784024, 0.8867517114008361, 0.8937817388086458, 0.7788046387414551, 0.8791046599124015, 0.7765158143511626, 0.34259833284664926, 0.20893465786373416, 0.16863085602075484, 0.14729208520041695, 0.1309965913969822, 0.11729718133621282, 0.10557919074662056, 0.7300937261540408, 0.3095865542141722, 0.16814652968803362, 0.12976873683342718, 0.11571093788315105, 0.10726425795418731, 0.10050700637927437, 0.09458757526253318, 0.6929109040768584, 0.2923369971443043, 0.1561507397728297, 0.11950859045295698]","[0.8, 0.95031706851728, 0.9664118267531233, 0.5535156746864204, 0.9186283544758497, 0.8373867619078897, 0.818880836539284, 0.8134857312611914, 0.8115039168969687, 0.8105659388816219, 0.8100089146817673, 0.8096267967526699, 0.8093442226542139, 0.8091266742871948, 0.8089548371885873, 0.8088164806560079, 0.8087033257551846, 0.8086095439883288, 0.8085309174238247, 0.8084643260614347, 0.8084074188769153, 0.8083583954998153, 0.8083158574654131, 0.8082787046059158, 0.8082460614794719, 0.8082172242282691, 0.8081916216004913, 0.8081687859626553, 0.8081483314687745, 0.808129937429231, 0.8081133355063792, 0.8080982997599262, 0.8080846388377864, 0.8080721897985478, 0.808060813186427, 0.808050389076106, 0.8080408138747505, 0.8080319977196789, 0.8080238623479759, 0.8080163393425638]"
15,"[0.3333333333333333, 0.8132849247979292, 0.31982291118608447, 0.78304614270317, 0.34849984927088407, 0.7609387908795091, 0.3764932221310027, 0.7423759015583828, 0.7961037054869372, 0.8166142089040773, 0.8293015422962788, 0.8392478847525315, 0.8477469301945619, 0.8552091128976488, 0.8618286920115442, 0.8677364178208264, 0.8730350125012997, 0.3872962851417113, 0.791632893539865, 0.8484751401331212, 0.735696015493663, 0.7061142898805284, 0.3126600049344262, 0.7784690149441753, 0.708423729680574, 0.6916768420621557, 0.687427921301329, 0.6861181166864875, 0.6855115068967726, 0.6850909144921451, 0.6847367653013261, 0.6844198318972144, 0.6841312366211239, 0.6838668425715974, 0.6836238173989051, 0.6833998593066527, 0.6831929967978203, 0.6830015143475782, 0.6828239094142552, 0.6826588604566535]","[0.8, 0.95031706851728, 0.9664118267531233, 0.9746730371977689, 0.913190649218268, 0.8934427202510851, 0.8850819895756564, 0.8812393942225222, 0.8793591676321478, 0.8783414433254528, 0.8777195793702217, 0.877297982997209, 0.8769910033178827, 0.8767571057297816, 0.8765734626543027, 0.8764261072397562, 0.8763058317125144, 0.8762062613455289, 0.8761228312495719, 0.8760521882670025, 0.8759918179825515, 0.8759398016904547, 0.8758946528712511, 0.8758552043224679, 0.8758205285638961, 0.8757898806540833, 0.8757626564269881, 0.8757383615390318, 0.8757165882222075, 0.8756969976133405, 0.8756793061735108, 0.8756632751450754, 0.8756487022904026, 0.8756354153625675, 0.8756232669035177, 0.875612130068875, 0.8756018952533884, 0.8755924673457022, 0.8755837634813979, 0.8755757111932826]"
16,"[0.3333333333333333, 0.8132849247979292, 0.8941812865234197, 0.9222298632441662, 0.3998998391568756, 0.8238203893361917, 0.887844215936314, 0.9082424142760149, 0.9178712728831837, 0.9242784885264667, 0.9293513639631217, 0.9336287291835286, 0.40459645289979684, 0.8376852367945494, 0.9036975311686735, 0.8111150005403585, 0.9047744642409731, 0.8145247898134669, 0.9069623573544229, 0.8180856941315273, 0.7891762798021813, 0.3029371904815397, 0.1627893201848786, 0.12235934926138393, 0.10011710924075029, 0.08370734550743679, 0.07094189234410829, 0.06089980946958149, 0.7430920186789413, 0.26981488911487717, 0.11476461789207845, 0.7286627168443648, 0.3004949953480277, 0.14606086103754923, 0.10484966009620889, 0.09122032347969708, 0.08386093920822914, 0.07825657955038141, 0.07343534531482514, 0.06914842952608176]","[0.8, 0.24403591839968797, 0.085448249735078, 0.7376565078916956, 0.8786764150100913, 0.9170847398524533, 0.9344164158407728, 0.9450609477786229, 0.8162285740872112, 0.9377145934867407, 0.8246117875511931, 0.7767629591167966, 0.9374930642906683, 0.828297325694614, 0.7868236023256651, 0.9414458487487388, 0.8333251809139316, 0.7958764702486989, 0.7825882482726549, 0.7778283002183897, 0.7760367642660778, 0.22739592975412176, 0.10372378094742232, 0.07089008405004832, 0.055199701285258744, 0.04507777449467093, 0.03786008387044946, 0.03247604357101334, 0.028334444665681753, 0.7430535721390682, 0.22464311343825094, 0.07297309257182891, 0.04487540419565954, 0.03805339476274687, 0.03467047606964233, 0.03209131945579578, 0.02989477744206837, 0.02797692702770769, 0.02628631580519968, 0.024785987393745875]"
17,"[0.3333333333333333, 0.8132849247979292, 0.8941812865234197, 0.9222298632441662, 0.9353002020197798, 0.9433519033260406, 0.9491954843877717, 0.9537687419351605, 0.4011890664527258, 0.15573329028297578, 0.7901649274306007, 0.9014977471351364, 0.9279744430373449, 0.9362867637962654, 0.8364282718565326, 0.9238887193972695, 0.8336834232926293, 0.27003055211615495, 0.10781850719962716, 0.7763224137536059, 0.7488674174657645, 0.2417871548404888, 0.10733044254677841, 0.07805148138633194, 0.06528005660450514, 0.05629967145359995, 0.049210192742063334, 0.7040271550259425, 0.886647658755518, 0.3289878188134707, 0.7822650207361265, 0.3036002730365218, 0.13075840159616692, 0.08932344613181022, 0.6661581278808802, 0.2736614743646408, 0.7256001627273659, 0.8547477205105088, 0.7225062511387087, 0.290015669503492]","[0.8, 0.95031706851728, 0.5060833882109878, 0.8999165862819565, 0.9385825346965094, 0.8334794725021148, 0.8076648093492085, 0.36060842294621176, 0.884215152944386, 0.7945212587278563, 0.7733821850470495, 0.7682284675042341, 0.7667764257010262, 0.7661939620515674, 0.9251220356539126, 0.8030170937912255, 0.7817447698625668, 0.7780558764193107, 0.7773432438387679, 0.7771270906224528, 0.7770028654828094, 0.7769052477363445, 0.7768222511561517, 0.7767502985618153, 0.7766873959503682, 0.7766320665963559, 0.7765831357910348, 0.7765396503268545, 0.7765008288499259, 0.7764660257126101, 0.7764347035421127, 0.7764064120999964, 0.7763807718197424, 0.7763574608710868, 0.7763362049110433, 0.7763167689008238, 0.7762989505250824, 0.7762825748639827, 0.7762674900522443, 0.7762535637212575]"
18,"[0.3333333333333333, 0.11896858703837078, 0.07984972890906598, 0.7208889875382632, 0.8478702789803566, 0.889071803166805, 0.3142345006755103, 0.14110151928207756, 0.7072387113163556, 0.8262712853927074, 0.8612361851702384, 0.8763800856886346, 0.8860528860829282, 0.8936538929118722, 0.9000786666767983, 0.9056458248991255, 0.3309119000675022, 0.7754043594365954, 0.30651405909740087, 0.750794438485447, 0.686119679613254, 0.2717633536232222, 0.15615195517653277, 0.6945312083043971, 0.8211918323033758, 0.698913628567207, 0.2711363521004552, 0.155558363995732, 0.12574432376172054, 0.6685701287590217, 0.2838564846242663, 0.17248332405012165, 0.14240765980795875, 0.13017841024877516, 0.12199774181213802, 0.641496451133305, 0.2789003069695595, 0.17213314405664473, 0.14342738266089705, 0.1329350722091907]","[0.8, 0.95031706851728, 0.9664118267531233, 0.5535156746864204, 0.9186283544758497, 0.8373867619078897, 0.818880836539284, 0.8134857312611914, 0.8115039168969687, 0.8105659388816219, 0.8100089146817673, 0.8096267967526699, 0.8093442226542139, 0.8091266742871948, 0.8089548371885873, 0.8088164806560079, 0.8087033257551846, 0.8086095439883288, 0.8085309174238247, 0.8084643260614347, 0.8084074188769153, 0.8083583954998153, 0.8083158574654131, 0.8082787046059158, 0.8082460614794719, 0.8082172242282691, 0.8081916216004913, 0.8081687859626553, 0.8081483314687745, 0.808129937429231, 0.8081133355063792, 0.8080982997599262, 0.8080846388377864, 0.8080721897985478, 0.808060813186427, 0.808050389076106, 0.8080408138747505, 0.8080319977196789, 0.8080238623479759, 0.8080163393425638]"
19,"[0.3333333333333333, 0.8132849247979292, 0.31982291118608447, 0.78304614270317, 0.8558203930956381, 0.8825989688398325, 0.39811347904136, 0.7929850088866865, 0.851856892099247, 0.8712111693108903, 0.41974454136228223, 0.7907742671217282, 0.8449455545243313, 0.8608344633993241, 0.8688124956178538, 0.4327795593217007, 0.7933890820216332, 0.8447089478389164, 0.8577449550048314, 0.7456844910612647, 0.7156576469824548, 0.3652384661271751, 0.26749246899862855, 0.7674302270976919, 0.4133441356061915, 0.3083218872419483, 0.2757086572074676, 0.2591496867649665, 0.24638103768869768, 0.23492048317179004, 0.2242541811749333, 0.21426225591632944, 0.7224003099226836, 0.8111638723866809, 0.40982115158692906, 0.282857668647663, 0.2456833665293885, 0.23153051610296344, 0.22311938389644068, 0.7035269188798903]","[0.8, 0.24403591839968797, 0.8365515149979228, 0.9163811578625504, 0.3410096778799161, 0.8299068329482007, 0.9055810917975494, 0.768000873915325, 0.9080586939588428, 0.7825606462367721, 0.7448555937987963, 0.733729683145322, 0.9103288862799914, 0.7853813417269183, 0.7546606292145097, 0.747218380161615, 0.7453327222347201, 0.7447341705571963, 0.7444431908795806, 0.7442419964795791, 0.7440805339843973, 0.7439446937822567, 0.7438284296434325, 0.7437279701673921, 0.7436405310022195, 0.743563939154598, 0.7434964626258475, 0.743436704022463, 0.7433835250716072, 0.7433359907070277, 0.7432933268564608, 0.7432548881659181, 0.7432201330574812, 0.743188604268195, 0.7431599135306431, 0.7431337294144612, 0.7431097676026363, 0.7430877830594077, 0.7430675636795799, 0.7430489251067212]"
